,brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
135542,5318,Port Brewing Company / Pizza Port,1204572757,2.5,3.0,3.0,charlzm,American Malt Liquor,2.0,3.0,Haruki's Rice Rocket,,41354
187745,782,"City Brewing Company, LLC",1039605630,3.0,3.0,3.5,WilliamPhilaPa,American Malt Liquor,3.0,3.0,Crazy Stallion,,7113
187804,782,"City Brewing Company, LLC",1322784928,2.5,2.0,2.5,beerthulhu,American Malt Liquor,2.5,2.5,Crazy Stallion,,7113
187805,782,"City Brewing Company, LLC",1314658328,2.0,2.5,3.0,emerge077,American Malt Liquor,2.0,2.0,Crazy Stallion,,7113
187806,782,"City Brewing Company, LLC",1309721491,2.0,2.0,3.5,TMoney2591,American Malt Liquor,2.5,2.0,Crazy Stallion,,7113
187807,782,"City Brewing Company, LLC",1309655703,2.5,3.0,3.0,Vdubb86,American Malt Liquor,3.0,2.0,Crazy Stallion,,7113
187808,782,"City Brewing Company, LLC",1298230198,2.0,1.0,2.5,gainesvillegreg,American Malt Liquor,2.5,2.0,Crazy Stallion,,7113
187809,782,"City Brewing Company, LLC",1293161763,4.5,3.0,3.5,BeerNinja007,American Malt Liquor,2.5,3.5,Crazy Stallion,,7113
187810,782,"City Brewing Company, LLC",1280896620,4.0,3.0,3.0,RomaniIteDomum,American Malt Liquor,3.5,4.0,Crazy Stallion,,7113
187811,782,"City Brewing Company, LLC",1249278451,3.0,2.5,4.0,woodychandler,American Malt Liquor,3.0,3.0,Crazy Stallion,,7113
187812,782,"City Brewing Company, LLC",1244851031,1.5,3.5,4.0,tone77,American Malt Liquor,2.0,2.0,Crazy Stallion,,7113
187813,782,"City Brewing Company, LLC",1241059769,3.5,2.5,3.0,biggred1,American Malt Liquor,3.0,2.5,Crazy Stallion,,7113
187814,782,"City Brewing Company, LLC",1229029737,2.5,2.5,3.0,drxandy,American Malt Liquor,3.0,3.5,Crazy Stallion,,7113
187815,782,"City Brewing Company, LLC",1227586032,3.0,2.0,3.5,Blake,American Malt Liquor,3.5,2.5,Crazy Stallion,,7113
187817,782,"City Brewing Company, LLC",1221766551,2.0,2.5,3.0,Stinkypuss,American Malt Liquor,2.0,3.0,Crazy Stallion,,7113
187818,782,"City Brewing Company, LLC",1211050071,3.0,2.5,2.5,Lexluthor33,American Malt Liquor,2.5,3.5,Crazy Stallion,,7113
187819,782,"City Brewing Company, LLC",1207185451,3.5,3.0,3.5,babaracas,American Malt Liquor,3.0,4.0,Crazy Stallion,,7113
187820,782,"City Brewing Company, LLC",1206695096,2.5,2.0,3.0,shadow1961,American Malt Liquor,3.0,2.0,Crazy Stallion,,7113
187821,782,"City Brewing Company, LLC",1202941302,2.0,1.5,3.5,ChainGangGuy,American Malt Liquor,2.0,1.5,Crazy Stallion,,7113
187822,782,"City Brewing Company, LLC",1200425744,2.0,2.5,2.5,clayrock81,American Malt Liquor,2.5,3.0,Crazy Stallion,,7113
187823,782,"City Brewing Company, LLC",1169388041,2.0,2.5,2.5,BuckeyeNation,American Malt Liquor,2.5,2.0,Crazy Stallion,,7113
187824,782,"City Brewing Company, LLC",1154567852,2.0,1.5,2.0,Frozensoul327,American Malt Liquor,3.0,2.5,Crazy Stallion,,7113
187826,782,"City Brewing Company, LLC",1146701800,4.0,3.5,3.0,budgood1,American Malt Liquor,3.5,4.0,Crazy Stallion,,7113
187827,782,"City Brewing Company, LLC",1142431760,1.5,2.0,2.0,aforbes10,American Malt Liquor,2.0,1.0,Crazy Stallion,,7113
187828,782,"City Brewing Company, LLC",1142227164,2.0,2.5,3.0,brewdlyhooked13,American Malt Liquor,4.0,2.5,Crazy Stallion,,7113
187829,782,"City Brewing Company, LLC",1141417161,3.5,2.5,3.0,MarkBlackout,American Malt Liquor,3.0,3.0,Crazy Stallion,,7113
187830,782,"City Brewing Company, LLC",1139420287,2.0,2.0,3.0,nortmand,American Malt Liquor,2.0,1.5,Crazy Stallion,,7113
187831,782,"City Brewing Company, LLC",1124725329,2.0,3.0,2.5,TastyTaste,American Malt Liquor,2.5,3.0,Crazy Stallion,,7113
187832,782,"City Brewing Company, LLC",1108694521,3.5,2.0,2.5,Gagnonsux,American Malt Liquor,3.0,2.5,Crazy Stallion,,7113
187833,782,"City Brewing Company, LLC",1100057191,2.0,2.0,2.5,connecticutpoet,American Malt Liquor,2.5,2.5,Crazy Stallion,,7113
187834,782,"City Brewing Company, LLC",1066531543,3.0,3.0,3.5,Shiloh,American Malt Liquor,3.5,3.0,Crazy Stallion,,7113
187835,782,"City Brewing Company, LLC",1063994057,3.5,3.0,3.0,WVbeergeek,American Malt Liquor,2.5,3.5,Crazy Stallion,,7113
187836,782,"City Brewing Company, LLC",1037301673,3.5,3.0,3.0,NeroFiddled,American Malt Liquor,3.0,3.5,Crazy Stallion,,7113
187837,782,"City Brewing Company, LLC",1317183874,1.5,1.5,3.0,crossovert,American Malt Liquor,1.5,2.0,Side Pocket High Gravity Ale,8.5,51915
187838,782,"City Brewing Company, LLC",1316393191,3.0,3.5,3.5,MasterSki,American Malt Liquor,3.5,3.0,Side Pocket High Gravity Ale,8.5,51915
187839,782,"City Brewing Company, LLC",1266362919,2.0,2.5,3.0,ChainGangGuy,American Malt Liquor,3.0,2.0,Side Pocket High Gravity Ale,8.5,51915
187840,782,"City Brewing Company, LLC",1250463601,1.0,2.0,3.0,woodychandler,American Malt Liquor,2.5,1.0,Side Pocket High Gravity Ale,8.5,51915
187889,782,"City Brewing Company, LLC",1312501894,3.5,2.0,2.0,NeroFiddled,American Malt Liquor,3.5,3.5,Dark Horse Ice,,49867
187890,782,"City Brewing Company, LLC",1300668161,1.5,1.5,2.0,Knapp85,American Malt Liquor,2.0,1.5,Dark Horse Ice,,49867
187891,782,"City Brewing Company, LLC",1294586678,2.0,2.0,4.0,woodychandler,American Malt Liquor,4.0,1.0,Dark Horse Ice,,49867
187892,782,"City Brewing Company, LLC",1294279121,1.5,1.5,2.0,Lemke10,American Malt Liquor,2.0,1.0,Dark Horse Ice,,49867
187893,782,"City Brewing Company, LLC",1293811457,3.0,3.5,3.0,tone77,American Malt Liquor,3.0,3.5,Dark Horse Ice,,49867
187894,782,"City Brewing Company, LLC",1244758512,2.0,2.0,3.0,biggred1,American Malt Liquor,2.0,2.0,Dark Horse Ice,,49867
187895,782,"City Brewing Company, LLC",1242649499,2.0,2.0,3.5,BuckeyeNation,American Malt Liquor,1.5,1.5,Dark Horse Ice,,49867
188037,782,"City Brewing Company, LLC",1323906344,5.0,1.0,1.0,bobstad,American Malt Liquor,1.0,1.0,Earthquake High Gravity Lager,12.0,51067
188038,782,"City Brewing Company, LLC",1323303591,2.5,3.0,3.0,BrewMaven,American Malt Liquor,2.0,2.5,Earthquake High Gravity Lager,12.0,51067
188039,782,"City Brewing Company, LLC",1322194673,1.0,1.0,2.0,emerge077,American Malt Liquor,1.0,1.0,Earthquake High Gravity Lager,12.0,51067
188040,782,"City Brewing Company, LLC",1320446958,1.0,1.0,2.0,twiggamortis420,American Malt Liquor,1.0,1.0,Earthquake High Gravity Lager,12.0,51067
188041,782,"City Brewing Company, LLC",1318123298,1.0,1.0,1.0,ronniebruner,American Malt Liquor,1.0,1.0,Earthquake High Gravity Lager,12.0,51067
188042,782,"City Brewing Company, LLC",1314559480,1.0,1.0,3.0,ZenAgnostic,American Malt Liquor,1.0,1.0,Earthquake High Gravity Lager,12.0,51067
188043,782,"City Brewing Company, LLC",1312490522,1.5,2.5,2.5,depechemode1983,American Malt Liquor,1.5,1.5,Earthquake High Gravity Lager,12.0,51067
188044,782,"City Brewing Company, LLC",1310305185,2.0,2.5,3.0,MasterSki,American Malt Liquor,3.0,2.0,Earthquake High Gravity Lager,12.0,51067
188045,782,"City Brewing Company, LLC",1308974491,1.0,2.0,3.0,sophisticated,American Malt Liquor,2.0,1.0,Earthquake High Gravity Lager,12.0,51067
188046,782,"City Brewing Company, LLC",1304059691,1.0,2.5,1.0,ElCommodoro,American Malt Liquor,2.0,1.0,Earthquake High Gravity Lager,12.0,51067
188047,782,"City Brewing Company, LLC",1302910401,1.0,1.0,1.0,gretchy,American Malt Liquor,1.0,1.0,Earthquake High Gravity Lager,12.0,51067
188048,782,"City Brewing Company, LLC",1302494998,2.5,3.0,3.5,metalcupcakes,American Malt Liquor,2.0,1.0,Earthquake High Gravity Lager,12.0,51067
188049,782,"City Brewing Company, LLC",1301435798,2.0,1.0,1.0,zacgosteli,American Malt Liquor,1.0,1.0,Earthquake High Gravity Lager,12.0,51067
188050,782,"City Brewing Company, LLC",1301177371,1.0,1.0,1.0,IchabodcraneIpa,American Malt Liquor,1.0,1.0,Earthquake High Gravity Lager,12.0,51067
188051,782,"City Brewing Company, LLC",1296718801,4.0,1.0,1.5,boudreaux,American Malt Liquor,1.0,1.5,Earthquake High Gravity Lager,12.0,51067
188052,782,"City Brewing Company, LLC",1295733582,1.5,1.5,2.0,beerprovedwright,American Malt Liquor,2.0,1.5,Earthquake High Gravity Lager,12.0,51067
188053,782,"City Brewing Company, LLC",1284853569,1.5,1.0,2.5,wallaceandvomit,American Malt Liquor,2.0,1.5,Earthquake High Gravity Lager,12.0,51067
188054,782,"City Brewing Company, LLC",1294994472,1.0,1.5,2.0,Psychromatic,American Malt Liquor,1.0,1.0,Earthquake High Gravity Lager,12.0,51067
188055,782,"City Brewing Company, LLC",1294425629,1.0,2.5,2.0,budgood1,American Malt Liquor,1.5,1.0,Earthquake High Gravity Lager,12.0,51067
188056,782,"City Brewing Company, LLC",1291768530,1.5,2.0,2.5,NeroFiddled,American Malt Liquor,3.0,2.0,Earthquake High Gravity Lager,12.0,51067
188057,782,"City Brewing Company, LLC",1289231259,1.0,1.0,1.0,WVbeergeek,American Malt Liquor,1.0,1.0,Earthquake High Gravity Lager,12.0,51067
188058,782,"City Brewing Company, LLC",1286639996,1.0,2.0,3.5,Chaz,American Malt Liquor,2.0,3.0,Earthquake High Gravity Lager,12.0,51067
188059,782,"City Brewing Company, LLC",1282119234,2.0,1.5,2.0,uhhhaaron,American Malt Liquor,1.5,1.5,Earthquake High Gravity Lager,12.0,51067
188060,782,"City Brewing Company, LLC",1281624782,1.5,1.0,1.0,JISurfer,American Malt Liquor,1.0,1.0,Earthquake High Gravity Lager,12.0,51067
188061,782,"City Brewing Company, LLC",1281286192,1.0,1.0,2.5,RonaldTheriot,American Malt Liquor,1.0,1.0,Earthquake High Gravity Lager,12.0,51067
188062,782,"City Brewing Company, LLC",1281099390,1.0,1.0,1.0,cyberdemigod,American Malt Liquor,1.0,1.0,Earthquake High Gravity Lager,12.0,51067
188063,782,"City Brewing Company, LLC",1280992141,1.0,1.0,1.0,musicawl,American Malt Liquor,1.0,1.0,Earthquake High Gravity Lager,12.0,51067
188064,782,"City Brewing Company, LLC",1280882226,1.0,1.0,1.5,alabencki,American Malt Liquor,1.0,1.0,Earthquake High Gravity Lager,12.0,51067
188065,782,"City Brewing Company, LLC",1278286707,1.0,1.0,1.0,Mora2000,American Malt Liquor,1.0,1.0,Earthquake High Gravity Lager,12.0,51067
188066,782,"City Brewing Company, LLC",1276034940,1.0,1.0,1.5,pmcadamis,American Malt Liquor,1.5,1.5,Earthquake High Gravity Lager,12.0,51067
188067,782,"City Brewing Company, LLC",1275504434,1.0,1.5,1.0,junjun,American Malt Liquor,1.5,1.0,Earthquake High Gravity Lager,12.0,51067
188068,782,"City Brewing Company, LLC",1274499192,1.0,2.5,3.0,mustinsmitty,American Malt Liquor,2.0,2.0,Earthquake High Gravity Lager,12.0,51067
188069,782,"City Brewing Company, LLC",1274483587,2.0,2.5,3.0,woodychandler,American Malt Liquor,2.0,1.5,Earthquake High Gravity Lager,12.0,51067
188070,782,"City Brewing Company, LLC",1271067617,1.5,3.0,3.5,tone77,American Malt Liquor,2.5,2.0,Earthquake High Gravity Lager,12.0,51067
188071,782,"City Brewing Company, LLC",1270961907,2.5,4.0,3.0,Wetpaperbag,American Malt Liquor,2.5,2.5,Earthquake High Gravity Lager,12.0,51067
188072,782,"City Brewing Company, LLC",1270868289,1.5,2.0,2.0,vacax,American Malt Liquor,1.5,1.5,Earthquake High Gravity Lager,12.0,51067
188073,782,"City Brewing Company, LLC",1267895588,1.0,1.5,3.0,Bitterbill,American Malt Liquor,1.5,1.0,Earthquake High Gravity Lager,12.0,51067
188074,782,"City Brewing Company, LLC",1267427550,2.0,2.5,5.0,AlmostFamous,American Malt Liquor,2.5,2.5,Earthquake High Gravity Lager,12.0,51067
188075,782,"City Brewing Company, LLC",1267402903,2.0,1.0,2.0,Hompitron,American Malt Liquor,1.0,1.0,Earthquake High Gravity Lager,12.0,51067
188076,782,"City Brewing Company, LLC",1267398356,1.0,1.0,1.0,womencantsail,American Malt Liquor,1.0,1.0,Earthquake High Gravity Lager,12.0,51067
188077,782,"City Brewing Company, LLC",1263075051,4.0,3.5,2.0,ezpottsy,American Malt Liquor,3.0,3.5,Earthquake High Gravity Lager,12.0,51067
188078,782,"City Brewing Company, LLC",1257479386,1.0,1.0,1.0,Avagadro,American Malt Liquor,2.0,1.0,Earthquake High Gravity Lager,12.0,51067
188079,782,"City Brewing Company, LLC",1061744429,1.0,1.0,2.0,Tballz420,American Malt Liquor,1.0,1.0,City Slicker,,12258
188080,782,"City Brewing Company, LLC",1257466639,1.5,1.0,3.0,Ghenna,American Malt Liquor,3.0,1.0,Earthquake High Gravity Lager,12.0,51067
188081,782,"City Brewing Company, LLC",1254358745,3.0,4.0,4.0,9grains,American Malt Liquor,3.0,3.0,Earthquake High Gravity Lager,12.0,51067
188082,782,"City Brewing Company, LLC",1253181000,2.5,1.0,2.5,aval89,American Malt Liquor,1.5,1.0,Earthquake High Gravity Lager,12.0,51067
188083,782,"City Brewing Company, LLC",1252373870,2.0,2.0,2.5,nlmartin,American Malt Liquor,2.0,1.5,Earthquake High Gravity Lager,12.0,51067
188084,782,"City Brewing Company, LLC",1251513868,1.0,2.0,2.0,Bookseeb,American Malt Liquor,2.5,1.5,Earthquake High Gravity Lager,12.0,51067
188085,782,"City Brewing Company, LLC",1248266758,1.0,2.0,3.0,troobie,American Malt Liquor,2.0,1.0,Earthquake High Gravity Lager,12.0,51067
188086,782,"City Brewing Company, LLC",1247365870,2.0,3.0,3.0,Zorro,American Malt Liquor,3.0,2.5,Earthquake High Gravity Lager,12.0,51067
188112,782,"City Brewing Company, LLC",1159713191,3.5,3.0,3.5,chilidog,American Malt Liquor,3.5,3.5,City Slicker,,12258
188113,782,"City Brewing Company, LLC",1125540298,4.0,3.5,3.5,TastyTaste,American Malt Liquor,3.5,4.0,City Slicker,,12258
188114,782,"City Brewing Company, LLC",1099149136,3.5,3.0,3.0,BuckeyeNation,American Malt Liquor,3.5,3.0,City Slicker,,12258
188115,782,"City Brewing Company, LLC",1076364092,2.5,3.0,3.0,bditty187,American Malt Liquor,3.0,3.0,City Slicker,,12258
188125,782,"City Brewing Company, LLC",1306959307,1.0,1.0,1.0,richerd,American Malt Liquor,1.0,1.0,Pit Bull,10.2,32690
188126,782,"City Brewing Company, LLC",1228805863,1.0,1.0,3.0,nlmartin,American Malt Liquor,1.0,1.0,Pit Bull,10.2,32690
188127,782,"City Brewing Company, LLC",1217429491,1.0,1.5,1.0,Crosling,American Malt Liquor,1.0,1.5,Pit Bull,10.2,32690
188128,782,"City Brewing Company, LLC",1195487487,1.0,1.0,1.0,kahjdfh,American Malt Liquor,1.0,1.0,Pit Bull,10.2,32690
188129,782,"City Brewing Company, LLC",1194808829,1.0,1.0,2.0,BeerManMikePiltz,American Malt Liquor,1.0,1.0,Pit Bull,10.2,32690
188130,782,"City Brewing Company, LLC",1194563218,1.0,1.0,2.0,TheLastEngineer,American Malt Liquor,1.5,1.0,Pit Bull,10.2,32690
188131,782,"City Brewing Company, LLC",1188332978,1.0,1.0,1.0,JISurfer,American Malt Liquor,1.0,1.0,Pit Bull,10.2,32690
188132,782,"City Brewing Company, LLC",1179359457,1.5,1.0,1.5,happygnome,American Malt Liquor,1.5,1.5,Pit Bull,10.2,32690
188133,782,"City Brewing Company, LLC",1177814818,1.0,1.5,2.0,drpimento,American Malt Liquor,1.0,1.0,Pit Bull,10.2,32690
188134,782,"City Brewing Company, LLC",1171945389,1.0,2.0,1.5,umustdrink,American Malt Liquor,1.5,1.0,Pit Bull,10.2,32690
188135,782,"City Brewing Company, LLC",1167104544,1.0,2.5,3.0,Zorro,American Malt Liquor,1.0,1.0,Pit Bull,10.2,32690
188136,782,"City Brewing Company, LLC",1165353773,2.0,1.5,3.0,mrmanning,American Malt Liquor,2.0,1.5,Pit Bull,10.2,32690
188137,782,"City Brewing Company, LLC",1157902822,1.5,1.5,2.0,TastyTaste,American Malt Liquor,1.5,1.5,Pit Bull,10.2,32690
188171,782,"City Brewing Company, LLC",1074557876,2.0,2.0,3.0,Shiloh,American Malt Liquor,2.5,2.0,Lucky Number High Gravity Lager,8.2,11956
188224,782,"City Brewing Company, LLC",1292878698,1.5,2.0,2.0,BieresDesMoines,American Malt Liquor,2.0,2.0,Lucky Number High Gravity Lager,8.2,11956
188225,782,"City Brewing Company, LLC",1288558936,1.0,1.0,1.5,beerwolf77,American Malt Liquor,1.0,1.0,Lucky Number High Gravity Lager,8.2,11956
188226,782,"City Brewing Company, LLC",1273975374,2.0,2.0,2.0,mwa423,American Malt Liquor,2.0,2.0,Lucky Number High Gravity Lager,8.2,11956
188227,782,"City Brewing Company, LLC",1258073089,2.0,3.0,3.5,tone77,American Malt Liquor,3.0,2.0,Lucky Number High Gravity Lager,8.2,11956
188228,782,"City Brewing Company, LLC",1245720015,1.5,1.5,4.0,woodychandler,American Malt Liquor,1.5,1.0,Lucky Number High Gravity Lager,8.2,11956
188229,782,"City Brewing Company, LLC",1238795398,2.0,2.0,3.0,biggred1,American Malt Liquor,2.0,1.0,Lucky Number High Gravity Lager,8.2,11956
188230,782,"City Brewing Company, LLC",1203263694,1.5,2.0,2.0,BuckeyeNation,American Malt Liquor,2.0,1.5,Lucky Number High Gravity Lager,8.2,11956
188231,782,"City Brewing Company, LLC",1158610053,1.0,2.0,2.0,granger10,American Malt Liquor,1.0,1.0,Lucky Number High Gravity Lager,8.2,11956
188232,782,"City Brewing Company, LLC",1125513773,2.5,2.0,3.0,GregoryFrazier,American Malt Liquor,2.0,2.0,Lucky Number High Gravity Lager,8.2,11956
258716,881,Camo Brewing Company,1249276741,1.5,3.0,4.0,woodychandler,American Malt Liquor,3.0,1.0,Camo 900 High Gravity Lager,9.0,24072
259168,881,Camo Brewing Company,1171992988,3.5,2.5,2.0,mcerka,American Malt Liquor,3.0,3.5,Camo High Gravity Lager,8.5,2789
259178,881,Camo Brewing Company,1171697152,2.5,2.0,2.0,Thehurt01,American Malt Liquor,3.0,2.5,Camo High Gravity Lager,8.5,2789
259185,881,Camo Brewing Company,1167092648,2.5,2.5,1.5,ozzyfan97,American Malt Liquor,3.5,1.5,Camo High Gravity Lager,8.5,2789
259866,881,Camo Brewing Company,1268158317,2.0,1.5,2.0,tpd975,American Malt Liquor,2.0,2.0,Camo Black Ice,10.5,34487
259906,881,Camo Brewing Company,1222897684,3.0,2.5,3.0,kguyty,American Malt Liquor,3.0,2.5,Camo Black Ice,10.5,34487
259939,881,Camo Brewing Company,1219753236,1.0,1.0,2.0,kinger,American Malt Liquor,1.0,1.0,Camo Black Ice,10.5,34487
260017,881,Camo Brewing Company,1257901626,1.5,2.5,2.5,tone77,American Malt Liquor,2.0,1.5,Camo Silver ICE,9.0,9970
260112,881,Camo Brewing Company,1322805898,2.0,2.0,3.0,AMo,American Malt Liquor,2.5,1.5,Camo Black Extra,12.2,57931
260113,881,Camo Brewing Company,1302603360,1.0,1.5,2.5,blocks,American Malt Liquor,1.0,1.0,Camo Black Extra,12.2,57931
260114,881,Camo Brewing Company,1301248532,1.0,2.0,3.0,Bitterbill,American Malt Liquor,1.5,1.0,Camo Black Extra,12.2,57931
260115,881,Camo Brewing Company,1300545786,3.0,1.0,4.0,woodychandler,American Malt Liquor,2.0,3.5,Camo Black Extra,12.2,57931
260116,881,Camo Brewing Company,1285253348,2.0,3.0,3.5,tone77,American Malt Liquor,2.5,2.0,Camo Black Extra,12.2,57931
260117,881,Camo Brewing Company,1309721824,2.0,2.0,3.5,TMoney2591,American Malt Liquor,2.5,1.5,Camo Black Ice,10.5,34487
260118,881,Camo Brewing Company,1309656230,2.5,2.5,2.5,Vdubb86,American Malt Liquor,2.0,2.0,Camo Black Ice,10.5,34487
260119,881,Camo Brewing Company,1291434163,2.5,1.5,2.5,longbongsilver,American Malt Liquor,1.0,2.0,Camo Black Ice,10.5,34487
260120,881,Camo Brewing Company,1288839045,1.0,4.0,3.5,Lauthaha,American Malt Liquor,2.5,1.5,Camo Black Ice,10.5,34487
260121,881,Camo Brewing Company,1287537413,2.5,2.0,2.0,comfortablynumb1,American Malt Liquor,2.0,1.0,Camo Black Ice,10.5,34487
260122,881,Camo Brewing Company,1287182325,1.5,2.5,3.0,TheSarge,American Malt Liquor,1.5,2.0,Camo Black Ice,10.5,34487
260123,881,Camo Brewing Company,1280744506,1.0,1.5,2.0,troobie,American Malt Liquor,2.0,1.0,Camo Black Ice,10.5,34487
260124,881,Camo Brewing Company,1280216027,1.0,1.5,2.0,dditto2,American Malt Liquor,2.0,1.0,Camo Black Ice,10.5,34487
260125,881,Camo Brewing Company,1272634643,1.0,3.0,3.5,tone77,American Malt Liquor,2.5,1.5,Camo Black Ice,10.5,34487
260126,881,Camo Brewing Company,1265054943,1.0,1.5,1.5,womencantsail,American Malt Liquor,1.5,1.0,Camo Black Ice,10.5,34487
260127,881,Camo Brewing Company,1263618789,1.0,1.0,2.0,vacax,American Malt Liquor,1.0,1.0,Camo Black Ice,10.5,34487
260128,881,Camo Brewing Company,1248296787,1.5,1.5,2.5,Otacon,American Malt Liquor,2.0,1.0,Camo Black Ice,10.5,34487
260129,881,Camo Brewing Company,1245723564,1.0,1.0,4.0,woodychandler,American Malt Liquor,1.5,1.0,Camo Black Ice,10.5,34487
260130,881,Camo Brewing Company,1243272496,1.5,2.0,4.0,DESTRO,American Malt Liquor,3.0,1.0,Camo Black Ice,10.5,34487
260131,881,Camo Brewing Company,1236018989,3.0,3.0,3.0,keystonedlars,American Malt Liquor,3.0,3.5,Camo Black Ice,10.5,34487
260132,881,Camo Brewing Company,1231859283,2.5,2.0,2.5,hopdog,American Malt Liquor,2.0,2.0,Camo Black Ice,10.5,34487
260133,881,Camo Brewing Company,1230079703,1.0,1.5,3.0,budgood1,American Malt Liquor,1.5,1.0,Camo Black Ice,10.5,34487
260134,881,Camo Brewing Company,1253999884,3.0,2.0,2.5,2girls1hop,American Malt Liquor,2.0,2.0,Camo Silver ICE,9.0,9970
260135,881,Camo Brewing Company,1217999709,1.0,3.5,3.0,Wetpaperbag,American Malt Liquor,1.0,1.0,Camo Black Ice,10.5,34487
260136,881,Camo Brewing Company,1211330029,1.0,1.5,2.0,berserker256,American Malt Liquor,2.0,1.0,Camo Black Ice,10.5,34487
260137,881,Camo Brewing Company,1209443366,1.5,1.5,3.5,DrainBamage,American Malt Liquor,3.0,1.5,Camo Black Ice,10.5,34487
260138,881,Camo Brewing Company,1206630743,2.0,3.0,4.0,BuckeyeNation,American Malt Liquor,2.5,2.0,Camo Black Ice,10.5,34487
260139,881,Camo Brewing Company,1200871510,3.0,1.5,2.0,86sportster883,American Malt Liquor,3.5,3.0,Camo Black Ice,10.5,34487
260140,881,Camo Brewing Company,1197770018,1.0,1.0,3.0,CharlesDarwin,American Malt Liquor,1.0,1.0,Camo Black Ice,10.5,34487
260141,881,Camo Brewing Company,1194147370,1.0,1.0,3.0,leonjenks,American Malt Liquor,1.0,1.0,Camo Black Ice,10.5,34487
260142,881,Camo Brewing Company,1193761971,5.0,3.5,3.5,rumguzzler,American Malt Liquor,4.5,4.5,Camo Black Ice,10.5,34487
260143,881,Camo Brewing Company,1185583706,2.0,2.0,3.0,NoMansLand,American Malt Liquor,4.0,2.0,Camo Black Ice,10.5,34487
260144,881,Camo Brewing Company,1179122323,5.0,5.0,5.0,bsturges,American Malt Liquor,5.0,5.0,Camo Black Ice,10.5,34487
260145,881,Camo Brewing Company,1178148184,1.0,1.5,2.5,zeff80,American Malt Liquor,1.5,1.0,Camo Black Ice,10.5,34487
260146,881,Camo Brewing Company,1210182588,1.0,1.0,1.5,rye726,American Malt Liquor,1.0,1.0,Camo Silver ICE,9.0,9970
260148,881,Camo Brewing Company,1168455773,4.0,1.0,4.0,Roydrinksitall,American Malt Liquor,2.5,3.0,Camo Black Ice,10.5,34487
260149,881,Camo Brewing Company,1168313633,1.5,1.5,1.5,nicksta,American Malt Liquor,1.5,2.0,Camo Black Ice,10.5,34487
